2026-04-23 00:00:00,147.10000610351562,5.429999828338623,140.77673350016275,5.3959330105781556,True,0,129.97000122070312,122.9719000752767,MARKET
2026-04-24 00:00:00,147.0449981689453,5.427000045776367,140.84003346761068,5.396602010726928,True,0,129.64999389648438,123.1679000345866,MARKET
2026-04-27 00:00:00,147.22000122070312,5.440999984741211,140.9061001586914,5.397299010753631,True,0,128.22999572753906,123.35613332112631,MARKET
2026-04-28 00:00:00,146.5800018310547,5.422599792480469,140.96840016682944,5.397900009155274,True,0,125.5999984741211,123.52626663208008,MARKET
2026-04-29 00:00:00,146.875,5.427199840545654,141.02636688232423,5.398452007770539,True,0,125.08000183105469,123.69773330688477,MARKET
2026-04-30 00:00:00,147.44000244140625,5.426599979400635,141.08990020751952,5.399029006958008,True,0,126.70999908447266,123.87199996948242,MARKET
2026-05-04 00:00:00,148.1699981689453,5.415999889373779,141.15290018717448,5.399571006298065,True,0,124.62000274658203,124.02299997965495,MARKET
2026-05-05 00:00:00,149.1750030517578,5.4344000816345215,141.2206669108073,5.40028600692749,True,0,125.69999694824219,124.1734666442871,MARKET
2026-05-06 00:00:00,151.0050048828125,5.432400226593018,141.30576690673828,5.400973007678986,True,0,128.36000061035156,124.34479995727538,MARKET
2026-05-07 00:00:00,151.74000549316406,5.426199913024902,141.4010336303711,5.401519007682801,True,0,129.66000366210938,124.52346664428711,MARKET
2026-05-08 00:00:00,152.05499267578125,5.44920015335083,141.4969002278646,5.402148008346558,True,0,128.7100067138672,124.68906667073567,MARKET
2026-05-11 00:00:00,152.6300048828125,5.4405999183654785,141.59193359375,5.40262800693512,True,0,129.13999938964844,124.85053334554037,MARKET
2026-05-12 00:00:00,151.1649932861328,5.43179988861084,141.67876688639322,5.403101005554199,True,0,127.77999877929688,125.00120000203451,MARKET
2026-05-13 00:00:00,152.59500122070312,5.42140007019043,141.769333597819,5.403575005531311,True,0,128.89999389648438,125.15426661173503,MARKET
2026-05-14 00:00:00,154.46499633789062,5.433599948883057,141.87073354085285,5.404138004779815,True,0,129.10000610351562,125.31293329874674,MARKET
2026-05-15 00:00:00,153.0,5.393400192260742,141.9567002360026,5.40449200630188,False,15,125.76000213623047,125.44173329671224,GOLD
2026-05-18 00:00:00,151.98500061035156,5.392600059509277,142.03663360595704,5.404834005832672,False,14,125.33999633789062,125.55339996337891,CASH
2026-05-19 00:00:00,151.0800018310547,5.3653998374938965,142.11386698404948,5.404956004619598,False,13,124.79000091552734,125.6534666442871,CASH
2026-05-20 00:00:00,152.61000061035156,5.38640022277832,142.1964003499349,5.405195004940033,False,12,125.43000030517578,125.74299997965495,CASH
2026-05-21 00:00:00,152.3350067138672,5.379199981689453,142.27993377685547,5.405392005443573,False,11,125.16000366210938,125.83333333333333,CASH
2026-05-22 00:00:00,154.2050018310547,5.381400108337402,142.38870045979817,5.405529005527496,False,10,125.30999755859375,125.92759999593099,CASH
2026-05-25 00:00:00,155.1750030517578,5.445199966430664,142.50220052083333,5.40592800617218,False,9,126.2300033569336,126.01006668090821,CASH
2026-05-26 00:00:00,154.59500122070312,5.405799865722656,142.61520050048827,5.4060790061950685,False,8,124.70999908447266,126.07586669921875,CASH
2026-05-27 00:00:00,155.01499938964844,5.433800220489502,142.72300048828126,5.406448006629944,False,7,121.93000030517578,126.11746668497722,CASH
2026-05-28 00:00:00,155.48500061035156,5.428999900817871,142.83070048014324,5.406696004867554,False,6,123.69999694824219,126.1627333577474,CASH
2026-05-29 00:00:00,156.13499450683594,5.434000015258789,142.95706715901693,5.407109005451202,False,5,126.0199966430664,126.22146667480469,CASH
2026-06-01 00:00:00,155.6750030517578,5.426400184631348,143.06320048014322,5.40740300655365,False,4,123.33000183105469,126.24440002441406,CASH
2026-06-02 00:00:00,156.61500549316406,5.4415998458862305,143.17743377685548,5.407917003631592,False,3,124.58000183105469,126.31620005289713,CASH
2026-06-03 00:00:00,155.78500366210938,5.4222002029418945,143.2885004679362,5.408146004676819,False,2,123.04000091552734,126.39220006306967,CASH
2026-06-04 00:00:00,155.75,5.417200088500977,143.39616709391277,5.40842800617218,False,1,123.73999786376953,126.45246673583985,CASH
2026-06-05 00:00:00,154.03500366210938,5.401199817657471,143.47376708984376,5.408712005615234,False,0,121.12000274658203,126.52526677449545,CASH
2026-06-08 00:00:00,152.85000610351562,5.394599914550781,143.53956715901694,5.409063005447388,False,0,120.7699966430664,126.60340006510417,CASH
2026-06-09 00:00:00,150.68499755859375,5.391200065612793,143.58823384602866,5.409328005313873,False,0,118.94000244140625,126.66180007934571,CASH
2026-06-10 00:00:00,150.52499389648438,5.39739990234375,143.64193379720052,5.409580004215241,False,0,114.81999969482422,126.68620005289714,CASH
2026-06-11 00:00:00,149.85499572753906,5.393599987030029,143.69296712239583,5.409842004776001,False,0,113.87000274658203,126.70466674804688,CASH
2026-06-12 00:00:00,153.09500122070312,5.4028000831604,143.76523376464843,5.409958004951477,False,0,117.20999908447266,126.74206675211589,CASH
2026-06-15 00:00:00,155.55499267578125,5.410999774932861,143.8601336669922,5.410125002861023,True,15,120.66999816894531,126.80553339640299,MARKET
2026-06-16 00:00:00,155.13999938964844,5.415200233459473,143.95310028076173,5.410341002941132,True,14,119.87000274658203,126.86126673380534,MARKET
2026-06-17 00:00:00,154.6300048828125,5.42080020904541,144.0535336303711,5.410471003055573,True,13,120.83999633789062,126.9278667195638,MARKET
